customer_id,age,gender,education,employment_status,annual_income,months_employed,loan_amount,loan_term_months,interest_rate,credit_score,num_credit_lines,num_late_payments,debt_to_income_ratio,has_mortgage,has_dependents,loan_purpose,default
CUST0258,48,Female,High School,Self-Employed,28262,301,10075,48,13.83,539,8,0,4.278,0,1,Business,1
CUST0259,54,Other,Master,Part-Time,77473,65,8786,48,17.91,582,10,3,1.361,1,1,Business,1
CUST0260,43,Male,PhD,Employed,88078,34,11055,48,16.79,730,12,1,1.506,1,0,Car,0
CUST0261,61,Female,Master,Self-Employed,91624,363,44604,24,14.78,614,12,1,5.842,0,1,Business,0
CUST0262,67,Male,Bachelor,Self-Employed,40763,273,20738,48,20.99,617,3,0,6.105,0,0,Education,0
CUST0263,40,Other,Bachelor,Employed,81493,52,37466,12,11.82,706,8,0,5.517,0,1,Car,0
CUST0264,40,Female,Bachelor,Employed,32633,97,27398,48,24.02,725,9,0,10.075,1,0,Business,0
CUST0265,36,Male,Master,Self-Employed,61375,139,41543,24,20.33,505,4,0,8.122,0,0,Car,0
CUST0266,24,Other,Bachelor,Employed,50721,4,12546,60,21.76,751,3,0,2.968,1,0,Medical,0
CUST0267,64,Other,Bachelor,Part-Time,52636,362,22831,60,8.99,627,3,1,5.205,0,1,Business,0
CUST0268,35,Other,Bachelor,Employed,65667,75,16316,60,15.32,826,11,0,2.982,1,1,Car,0
CUST0269,61,Male,Master,Employed,123359,195,9430,48,9.73,691,12,0,0.917,1,1,Personal,0
CUST0270,42,Other,Bachelor,Unemployed,78164,42,37256,60,4.65,776,4,3,5.72,1,0,Car,1
CUST0271,66,Male,Master,Self-Employed,47317,36,46960,24,4.98,712,12,0,11.909,0,0,Home,0
CUST0272,58,Other,Master,Part-Time,56805,208,27430,48,17.36,623,11,0,5.795,0,0,Medical,0
CUST0273,24,Other,Master,Employed,90735,21,21749,60,6.26,619,8,0,2.876,0,1,Car,0
CUST0274,56,Other,Bachelor,Self-Employed,81602,152,46386,36,24.03,843,3,0,6.821,0,1,Business,0
CUST0275,27,Male,Bachelor,Self-Employed,68940,26,44331,60,7.41,587,3,0,7.716,1,0,Home,0
CUST0276,25,Male,Master,Unemployed,58669,35,32229,60,5.99,604,4,2,6.592,1,1,Education,0
CUST0277,64,Female,Bachelor,Employed,35246,162,33841,48,11.2,493,11,0,11.522,0,1,Education,1
CUST0278,36,Male,Master,Self-Employed,97498,70,25559,24,18.36,583,8,0,3.146,1,1,Business,0
CUST0279,33,Male,Bachelor,Employed,52811,50,19251,12,19.34,823,1,3,4.374,0,1,Business,1
CUST0280,56,Other,Master,Employed,67582,334,11740,36,12.51,743,5,0,2.085,0,1,Education,0
CUST0281,22,Male,Bachelor,Part-Time,64959,0,35694,24,13.6,510,3,1,6.594,0,1,Education,1
CUST0282,26,Other,Bachelor,Employed,74448,42,15551,60,23.02,567,8,3,2.507,0,1,Home,1
CUST0283,55,Male,Bachelor,Employed,57031,291,13393,48,17.83,508,6,1,2.818,0,1,Personal,0
CUST0284,44,Other,Bachelor,Employed,56610,3,34888,24,13.47,655,5,0,7.395,0,0,Education,0
CUST0285,67,Male,Master,Self-Employed,66224,58,33556,48,14.27,685,10,0,6.08,1,0,Car,0
CUST0286,30,Male,Bachelor,Employed,71982,73,11624,12,7.89,746,7,1,1.938,0,1,Home,0
CUST0287,50,Other,Bachelor,Employed,47862,210,41376,24,20.71,648,3,1,10.374,1,0,Medical,0
CUST0288,59,Other,High School,Employed,39344,67,9115,12,8.63,715,7,3,2.78,0,0,Personal,0
CUST0289,60,Male,High School,Part-Time,28000,246,45213,24,22.9,638,9,3,19.377,1,1,Education,1
CUST0290,52,Other,Master,Employed,61462,301,47659,60,6.49,715,4,4,9.305,0,1,Business,0
CUST0291,48,Male,Bachelor,Employed,57930,267,9722,60,4.65,628,11,0,2.014,1,1,Education,0
CUST0292,38,Other,Bachelor,Employed,75398,144,25962,60,10.12,569,7,1,4.132,1,0,Education,0
CUST0293,57,Other,Bachelor,Unemployed,35903,203,11048,12,19.76,559,8,2,3.693,0,0,Car,1
CUST0294,57,Female,Bachelor,Self-Employed,65709,26,12534,48,24.18,683,3,0,2.289,1,0,Home,0
CUST0295,36,Male,Bachelor,Self-Employed,52654,102,42236,60,10.34,411,10,0,9.626,0,1,Personal,1
CUST0296,55,Female,Bachelor,Employed,78239,306,35459,60,18.75,527,6,0,5.439,0,0,Home,0
CUST0297,47,Male,Bachelor,Employed,42987,35,7909,60,10.3,577,9,4,2.208,1,1,Education,1
CUST0298,47,Female,Bachelor,Employed,52090,208,35176,12,15.9,548,2,2,8.104,1,1,Medical,0
CUST0299,46,Other,Bachelor,Self-Employed,59735,234,46668,48,22.79,385,1,0,9.375,1,0,Personal,1
CUST0300,66,Male,High School,Employed,26520,180,35849,60,4.7,677,2,0,16.221,1,0,Business,0
CUST0301,52,Male,Bachelor,Employed,49757,349,14462,48,19.54,611,4,2,3.488,1,0,Car,0
CUST0302,44,Other,High School,Employed,18895,40,46290,48,17.02,651,1,3,29.398,1,1,Personal,0
CUST0303,39,Other,Bachelor,Unemployed,68159,56,39792,24,5.6,599,7,0,7.006,0,1,Personal,1
CUST0304,29,Female,Bachelor,Employed,42182,1,2774,24,12.24,716,5,0,0.789,1,0,Education,0
CUST0305,61,Other,Bachelor,Employed,44580,385,26399,36,21.93,687,5,0,7.106,0,0,Home,0
CUST0306,49,Female,Master,Employed,96916,76,32997,12,8.1,310,11,1,4.086,1,1,Education,1
CUST0307,57,Female,Master,Employed,91951,110,18665,48,21.62,674,2,0,2.436,1,1,Education,0
CUST0308,38,Other,Bachelor,Employed,45559,89,46537,60,8.56,511,3,5,12.258,1,1,Education,1
CUST0309,54,Other,Bachelor,Self-Employed,68923,146,32392,24,22.21,577,11,2,5.64,1,1,Medical,0
CUST0310,26,Male,High School,Employed,25233,20,22766,36,18.99,560,8,2,10.827,1,1,Personal,1
CUST0311,33,Female,Master,Employed,83505,20,15800,24,12.6,715,2,0,2.271,1,0,Home,0
CUST0312,28,Other,Bachelor,Employed,50764,49,22274,24,9.55,610,3,1,5.265,0,0,Home,1
CUST0313,44,Other,Master,Employed,26947,139,37949,48,7.26,680,12,1,16.899,1,1,Business,0
CUST0314,44,Female,Bachelor,Employed,48405,45,30957,36,11.96,634,1,1,7.674,0,1,Education,0
CUST0315,56,Female,High School,Unemployed,40608,4,30209,36,16.68,602,1,1,8.927,0,1,Business,1
CUST0316,63,Other,Bachelor,Employed,63317,134,7191,48,17.26,461,10,2,1.363,1,1,Medical,0
CUST0317,56,Male,Master,Employed,89875,148,9232,48,17.1,589,5,2,1.233,1,0,Education,1
CUST0318,23,Female,High School,Employed,49283,4,10194,48,19.33,646,8,0,2.482,1,1,Personal,0
CUST0319,51,Female,Bachelor,Employed,79158,74,5672,36,20.32,720,2,1,0.86,0,0,Education,0
CUST0320,67,Female,High School,Self-Employed,28403,226,18198,12,8.56,635,11,5,7.688,1,1,Medical,1
CUST0321,42,Male,High School,Self-Employed,31665,31,18601,48,17.53,513,4,0,7.049,0,0,Home,0
CUST0322,32,Male,Master,Employed,68537,50,17931,12,24.26,506,12,1,3.14,1,0,Car,0
CUST0323,53,Male,High School,Self-Employed,56715,320,5935,12,11.75,496,3,2,1.256,0,0,Personal,0
CUST0324,63,Other,Master,Part-Time,105937,224,14646,12,18.56,606,1,0,1.659,1,1,Business,0
CUST0325,53,Female,High School,Employed,24519,140,41235,60,7.77,772,9,0,20.181,1,1,Business,0
CUST0326,54,Other,Bachelor,Employed,65136,9,42614,36,20.33,651,11,5,7.851,1,0,Business,1
CUST0327,53,Male,Master,Employed,77649,164,9239,12,15.17,740,2,0,1.428,0,0,Home,0
CUST0328,24,Other,Bachelor,Part-Time,63892,21,34106,60,17.23,613,4,1,6.406,0,0,Car,0
CUST0329,53,Male,PhD,Part-Time,71536,184,38570,48,21.27,668,12,0,6.47,1,0,Medical,0
CUST0330,35,Other,PhD,Employed,100445,59,36842,48,8.36,565,11,4,4.401,1,0,Medical,1
CUST0331,44,Other,Bachelor,Self-Employed,51902,92,38042,48,14.8,660,11,0,8.795,1,1,Education,0
CUST0332,45,Male,Bachelor,Self-Employed,57311,165,41872,24,15.99,678,12,0,8.767,1,1,Personal,0
CUST0333,68,Other,High School,Employed,36287,154,2430,36,24.58,645,4,3,0.804,0,1,Business,0
CUST0334,31,Male,High School,Employed,25674,19,11070,36,11.99,576,5,0,5.174,1,0,Medical,1
CUST0335,68,Female,Bachelor,Employed,27033,359,39763,12,16.64,655,5,0,17.651,1,0,Home,0
CUST0336,48,Other,PhD,Employed,151395,116,44780,60,23.44,545,1,0,3.549,0,1,Business,0
CUST0337,31,Male,Bachelor,Self-Employed,70399,50,31203,60,16.24,762,2,0,5.319,1,1,Car,0
CUST0338,25,Other,Bachelor,Employed,72124,25,34887,48,20.29,676,9,0,5.805,1,0,Business,0
CUST0339,55,Other,High School,Employed,33183,294,7871,12,18.2,552,7,0,2.846,0,1,Education,0
CUST0340,32,Other,PhD,Self-Employed,70955,102,30980,60,7.47,817,4,1,5.239,0,0,Home,0
CUST0341,25,Male,High School,Self-Employed,41065,18,2900,36,18.65,791,2,0,0.847,1,0,Education,0
CUST0342,56,Female,Bachelor,Employed,48013,247,42831,24,18.68,592,11,1,10.705,1,0,Home,0
CUST0343,34,Female,Master,Self-Employed,110250,2,6364,48,17.97,687,11,3,0.693,1,0,Home,0
CUST0344,36,Other,PhD,Employed,80535,25,22673,48,22.18,577,9,5,3.378,0,0,Car,1
CUST0345,41,Male,Bachelor,Employed,65381,90,25290,36,9.32,716,9,0,4.642,0,1,Personal,0
CUST0346,36,Male,High School,Part-Time,25286,168,10995,12,19.39,490,11,1,5.218,1,0,Business,1
CUST0347,49,Other,PhD,Part-Time,93573,105,44760,24,16.35,749,11,2,5.74,0,1,Medical,0
CUST0348,49,Male,PhD,Unemployed,74148,74,45006,60,23.21,587,12,0,7.284,1,0,Medical,1
CUST0349,42,Other,Master,Employed,63181,239,43736,36,7.6,697,4,0,8.307,0,0,Business,0
CUST0350,36,Female,Bachelor,Employed,76656,6,25544,12,18.54,523,10,0,3.999,1,0,Personal,1
CUST0351,52,Female,High School,Employed,45327,7,19685,48,9.04,674,11,5,5.211,0,0,Car,0
CUST0352,42,Female,Master,Part-Time,64368,109,28533,12,16.9,711,7,1,5.319,0,0,Personal,0
CUST0353,24,Female,Master,Employed,24779,1,38549,48,15.03,572,11,5,18.669,0,1,Personal,1
CUST0354,40,Other,Bachelor,Employed,41399,156,5574,60,22.93,499,2,2,1.616,0,0,Business,1
CUST0355,56,Male,High School,Employed,27214,302,48703,24,22.5,659,2,0,21.476,0,0,Home,0
CUST0356,27,Male,Bachelor,Employed,38212,50,35532,60,23.87,569,3,4,11.158,0,0,Car,1
CUST0357,67,Female,High School,Employed,29466,147,43055,24,6.9,387,3,5,17.534,0,1,Home,1
CUST0358,22,Male,Bachelor,Employed,58253,0,40591,48,13.76,513,1,0,8.362,1,0,Home,1
CUST0359,31,Other,High School,Employed,33255,73,41536,36,11.25,660,2,0,14.988,1,0,Car,0
CUST0360,66,Other,Bachelor,Part-Time,78830,90,31841,60,11.85,806,6,0,4.847,1,0,Personal,0
CUST0361,26,Other,Bachelor,Employed,54039,33,29116,60,8.78,564,4,1,6.466,0,0,Personal,0
CUST0362,67,Other,Bachelor,Self-Employed,26682,162,19017,60,16.23,476,10,1,8.553,1,1,Car,0
CUST0363,36,Other,Master,Unemployed,86517,160,9728,24,20.81,640,7,0,1.349,1,1,Business,1
CUST0364,66,Female,Bachelor,Part-Time,78166,157,21679,60,15.72,645,6,0,3.328,0,0,Car,0
CUST0365,43,Male,PhD,Employed,102694,34,33555,24,17.29,644,9,3,3.921,1,1,Medical,1
CUST0366,68,Female,Bachelor,Employed,47476,9,15648,60,18.48,704,6,0,3.955,0,1,Home,0
CUST0367,46,Female,Bachelor,Part-Time,45002,59,22203,36,18.98,597,5,0,5.921,1,0,Education,0
CUST0368,55,Other,Bachelor,Employed,47191,19,15244,12,13.55,753,9,0,3.876,1,1,Medical,0
CUST0369,41,Male,Master,Employed,108390,132,46349,24,8.69,505,1,0,5.131,0,0,Education,0
CUST0370,27,Other,Bachelor,Part-Time,40027,6,36116,36,4.96,647,4,0,10.827,0,1,Education,0
CUST0371,42,Male,Master,Self-Employed,80297,29,2999,60,15.92,697,2,0,0.448,1,1,Education,0
CUST0372,58,Female,High School,Employed,26960,313,24199,60,13.55,717,11,0,10.771,1,0,Home,0
CUST0373,47,Male,High School,Employed,19295,228,42390,36,10.87,535,4,2,26.363,0,1,Business,1
CUST0374,66,Other,Bachelor,Employed,72392,350,44232,48,14.1,692,10,0,7.332,1,1,Car,0
CUST0375,64,Other,Bachelor,Part-Time,50410,33,33151,12,11.67,743,8,3,7.892,1,1,Business,0
CUST0376,67,Male,Master,Employed,88857,332,6648,36,15.37,556,10,0,0.898,0,1,Personal,1
CUST0377,43,Other,High School,Self-Employed,18000,145,24426,60,18.66,757,3,1,16.284,0,1,Home,0
CUST0378,28,Male,Master,Employed,71675,51,6561,60,6.72,707,7,0,1.098,0,0,Car,0
CUST0379,59,Female,Master,Self-Employed,93548,76,31686,60,10.45,640,10,1,4.065,0,0,Medical,0
CUST0380,65,Female,Bachelor,Unemployed,82539,222,49041,36,24.7,520,9,0,7.13,0,1,Home,1
CUST0381,57,Female,PhD,Employed,39065,56,20494,12,9.3,537,12,1,6.295,1,1,Personal,0
CUST0382,33,Female,Bachelor,Employed,61955,98,25611,48,7.65,788,3,0,4.961,0,0,Medical,0
CUST0383,64,Female,Bachelor,Unemployed,75917,212,31886,60,23.48,712,10,0,5.04,1,1,Personal,0
CUST0384,22,Other,Bachelor,Part-Time,73072,0,48670,60,9.99,757,1,5,7.993,1,1,Home,0
CUST0385,52,Other,PhD,Employed,105824,143,32470,60,6.1,518,10,0,3.682,1,0,Medical,0
CUST0386,61,Male,High School,Employed,29432,398,2706,48,13.76,748,6,0,1.103,1,1,Car,0
CUST0387,66,Female,PhD,Self-Employed,104893,31,43241,48,16.29,512,10,0,4.947,1,0,Education,1
CUST0388,39,Female,Bachelor,Self-Employed,66528,70,18839,12,19.63,465,12,0,3.398,1,1,Car,0
CUST0389,66,Other,High School,Employed,29955,43,11507,60,23.55,635,3,3,4.61,1,1,Car,1
CUST0390,35,Other,Bachelor,Part-Time,65582,13,44091,36,19.91,685,7,0,8.068,1,0,Personal,0
CUST0391,67,Other,Bachelor,Employed,42794,147,31413,48,18.34,619,9,1,8.809,0,0,Business,0
CUST0392,61,Female,Master,Part-Time,113414,171,19716,36,20.87,635,8,2,2.086,0,0,Business,1
CUST0393,65,Female,Bachelor,Employed,37288,34,2783,48,6.49,595,2,1,0.896,1,0,Medical,0
CUST0394,61,Male,High School,Unemployed,34105,336,16209,60,17.52,626,10,0,5.703,0,0,Medical,1
CUST0395,38,Female,Bachelor,Self-Employed,72168,70,29982,36,9.75,690,2,0,4.985,0,1,Personal,0
CUST0396,38,Female,High School,Employed,31842,51,41996,48,8.14,584,7,0,15.827,0,1,Medical,0
CUST0397,28,Other,High School,Employed,30050,2,34617,24,17.82,468,1,4,13.824,1,1,Car,1
CUST0398,22,Female,Bachelor,Unemployed,70669,0,33335,48,12.74,614,2,1,5.66,0,1,Medical,0
CUST0399,29,Male,Bachelor,Unemployed,44127,51,5617,12,11.95,757,6,0,1.528,1,1,Medical,0
CUST0400,46,Other,Bachelor,Employed,61678,199,8997,36,14.42,720,4,0,1.75,0,0,Medical,0
CUST0401,37,Male,Bachelor,Employed,45965,136,31445,12,5.26,618,1,0,8.209,0,1,Home,0
CUST0402,51,Other,PhD,Part-Time,71798,274,11761,60,9.25,786,8,1,1.966,1,0,Car,0
CUST0403,63,Other,High School,Employed,38520,406,8376,48,16.97,666,10,0,2.609,0,0,Personal,0
CUST0404,34,Male,Bachelor,Part-Time,48248,102,23249,12,24.41,591,4,2,5.782,0,1,Home,0
CUST0405,39,Female,High School,Employed,28637,112,17967,60,5.33,520,2,2,7.529,1,0,Home,1
CUST0406,27,Other,Master,Employed,83199,18,29277,48,18.62,678,9,0,4.223,0,0,Business,0
CUST0407,24,Other,Bachelor,Self-Employed,53255,9,24796,48,4.59,612,4,0,5.587,0,1,Business,0
CUST0408,64,Female,High School,Employed,45467,57,11779,48,14.65,761,1,1,3.109,1,0,Personal,0
CUST0409,43,Other,Bachelor,Part-Time,51483,13,37216,24,7.72,653,1,0,8.675,0,0,Car,0
CUST0410,48,Other,High School,Self-Employed,35579,166,17077,12,11.15,773,4,0,5.76,0,0,Personal,0
CUST0411,53,Female,High School,Employed,34314,91,27384,36,7.28,774,12,0,9.576,1,1,Car,0
CUST0412,25,Female,Bachelor,Employed,73957,29,32053,48,7.99,524,10,0,5.201,0,0,Home,1
CUST0413,55,Male,Bachelor,Unemployed,34829,142,2950,48,19.52,536,4,0,1.016,1,0,Business,1
CUST0414,48,Male,PhD,Employed,79677,240,35044,12,13.18,496,12,3,5.278,1,1,Car,1
CUST0415,57,Female,Master,Self-Employed,70027,183,21384,24,17.71,678,2,0,3.664,1,0,Medical,0
CUST0416,23,Female,PhD,Employed,74478,2,48080,48,8.27,737,12,1,7.747,0,1,Medical,0
CUST0417,55,Other,High School,Employed,29602,277,39698,24,20.57,850,2,1,16.093,1,0,Business,0
CUST0418,46,Male,Bachelor,Self-Employed,61558,187,26014,24,17.72,604,4,0,5.071,1,0,Business,0
CUST0419,63,Male,Bachelor,Unemployed,25884,107,16774,36,11.7,518,5,1,7.777,1,1,Home,1
CUST0420,54,Male,Bachelor,Employed,69406,363,36858,60,22.85,548,11,4,6.373,0,0,Personal,1
CUST0421,27,Female,Bachelor,Employed,63604,10,20084,12,18.72,629,8,0,3.789,0,0,Education,0
CUST0422,30,Female,Bachelor,Employed,54559,94,44250,12,10.45,827,4,3,9.733,1,1,Business,0
CUST0423,63,Male,Bachelor,Employed,39341,280,31180,48,10.7,554,3,3,9.511,1,0,Education,0
CUST0424,25,Male,High School,Employed,34101,10,42542,24,19.02,580,12,1,14.97,0,0,Car,1
CUST0425,24,Female,PhD,Employed,85380,6,38863,12,18.08,674,6,0,5.462,1,0,Business,0
CUST0426,53,Other,Master,Unemployed,85184,163,12227,12,24.29,525,11,2,1.722,1,1,Business,1
CUST0427,31,Female,Master,Self-Employed,98464,14,49948,48,22.86,597,3,1,6.087,0,1,Home,0
CUST0428,44,Female,High School,Employed,28200,99,40235,60,9.03,714,1,0,17.121,1,0,Business,0
CUST0429,34,Female,Bachelor,Self-Employed,53088,92,28054,24,19.11,637,7,0,6.341,1,0,Education,0
CUST0430,57,Other,High School,Self-Employed,49720,227,29237,48,10.39,730,7,2,7.056,1,0,Business,0
CUST0431,27,Other,High School,Employed,41739,21,6332,60,19.92,631,2,0,1.82,1,1,Car,0
CUST0432,30,Male,High School,Part-Time,34443,37,38298,48,5.36,727,5,0,13.343,1,0,Home,0
CUST0433,31,Female,Bachelor,Unemployed,66281,83,45641,36,13.01,542,8,4,8.263,0,0,Home,1
CUST0434,60,Other,Master,Employed,84376,289,30578,36,17.31,487,2,0,4.349,0,1,Car,1
CUST0435,25,Male,High School,Employed,29375,3,19869,36,13.06,551,6,0,8.117,1,0,Business,1
CUST0436,28,Other,Bachelor,Employed,48823,41,22723,36,10.04,609,9,1,5.585,0,0,Car,0
CUST0437,40,Male,Bachelor,Employed,40865,26,16278,24,14.77,825,4,2,4.78,0,1,Personal,0
CUST0438,23,Male,Bachelor,Employed,63142,5,11110,48,22.65,501,6,0,2.111,1,0,Medical,0
CUST0439,36,Male,High School,Self-Employed,29397,53,10533,12,13.17,560,2,0,4.3,1,1,Home,1
CUST0440,54,Other,Bachelor,Employed,74132,129,4836,12,10.65,684,2,4,0.783,0,0,Car,0
CUST0441,44,Male,High School,Employed,31845,178,25081,24,21.94,559,12,1,9.451,0,0,Business,0
CUST0442,40,Male,High School,Self-Employed,29713,1,49536,12,23.35,811,8,0,20.006,0,1,Medical,0
CUST0443,33,Female,Master,Unemployed,60114,104,9395,36,7.02,695,2,1,1.875,1,1,Medical,0
CUST0444,42,Female,Bachelor,Employed,56533,116,41347,36,18.52,678,7,0,8.777,1,0,Home,0
CUST0445,65,Other,Bachelor,Employed,48067,202,30708,60,17.93,507,2,0,7.666,1,1,Medical,1
CUST0446,32,Female,High School,Unemployed,30151,43,15124,60,21.72,579,7,2,6.019,1,1,Medical,1
CUST0447,44,Male,Bachelor,Self-Employed,44226,142,11658,48,6.7,705,5,0,3.163,0,0,Home,0
CUST0448,53,Female,Bachelor,Unemployed,30769,195,41622,36,7.62,607,2,1,16.233,1,1,Car,1
CUST0449,64,Female,Bachelor,Employed,32528,276,37823,12,23.93,592,1,5,13.953,0,1,Personal,1
CUST0450,24,Other,High School,Employed,25095,24,21860,24,14.53,745,8,2,10.453,1,1,Personal,0
CUST0451,32,Female,Bachelor,Employed,19461,78,46334,36,20.14,648,5,0,28.57,0,0,Car,0
CUST0452,23,Male,Master,Self-Employed,109441,6,8379,48,11.54,581,11,0,0.919,0,1,Business,0
CUST0453,66,Other,High School,Employed,31165,166,4449,48,17.92,657,7,1,1.713,1,1,Home,0
CUST0454,42,Female,Bachelor,Employed,58581,146,8404,48,6.54,598,9,2,1.722,1,0,Business,0
CUST0455,45,Other,PhD,Employed,60994,38,37116,24,10.36,436,1,0,7.302,1,0,Business,1
CUST0456,59,Other,High School,Employed,28676,34,39121,60,14.2,684,11,3,16.371,1,1,Medical,1
CUST0457,42,Other,High School,Employed,25782,195,37885,24,22.47,562,11,2,17.633,0,1,Car,1
CUST0458,51,Female,Bachelor,Self-Employed,52370,314,30424,60,19.32,702,8,0,6.971,0,1,Personal,0
CUST0459,42,Male,Master,Part-Time,55578,68,20811,24,9.73,495,10,0,4.493,0,0,Car,1
CUST0460,41,Female,Bachelor,Employed,62484,111,29657,12,8.62,636,5,1,5.696,0,0,Medical,0
CUST0461,23,Other,High School,Part-Time,29369,1,28673,36,18.2,717,2,0,11.716,0,0,Home,0
CUST0462,55,Male,Bachelor,Employed,24452,396,36423,36,14.63,754,6,0,17.875,1,0,Personal,0
CUST0463,31,Other,High School,Employed,30740,75,5665,48,15.38,741,12,4,2.211,1,1,Personal,0
CUST0464,31,Other,Bachelor,Self-Employed,69693,105,22196,12,17.67,662,12,1,3.822,0,0,Education,0
CUST0465,46,Male,Bachelor,Unemployed,40731,62,37055,24,22.0,778,7,0,10.917,1,1,Education,1
CUST0466,41,Other,High School,Part-Time,26761,112,43376,36,22.44,650,1,0,19.45,0,1,Personal,0
CUST0467,48,Male,PhD,Employed,55596,51,12508,36,14.83,744,6,0,2.7,1,1,Medical,0
CUST0468,33,Female,Bachelor,Part-Time,37293,34,2201,48,8.58,595,2,0,0.708,0,1,Education,1
CUST0469,52,Male,Master,Employed,94712,167,20467,24,6.22,758,6,0,2.593,1,0,Home,0
CUST0470,62,Male,High School,Employed,26636,236,14993,36,18.81,689,7,1,6.755,0,0,Education,0
CUST0471,58,Female,High School,Self-Employed,18000,232,46145,48,6.92,729,12,0,30.763,1,1,Medical,0
CUST0472,35,Female,Bachelor,Unemployed,68398,72,49625,24,13.03,592,5,5,8.706,0,1,Car,1
CUST0473,59,Male,Bachelor,Employed,65736,165,47417,48,18.51,643,12,0,8.656,1,1,Home,0
CUST0474,37,Female,Bachelor,Employed,56337,155,45960,60,18.98,643,9,1,9.79,1,1,Medical,0
CUST0475,30,Male,PhD,Employed,91318,64,34298,36,22.41,602,3,0,4.507,1,0,Education,0
CUST0476,53,Other,Master,Part-Time,134384,184,30186,36,22.92,624,5,1,2.695,1,0,Education,1
CUST0477,53,Other,Master,Employed,100096,225,5487,24,7.53,523,4,0,0.658,1,1,Car,0
CUST0478,53,Male,High School,Employed,32814,363,38756,48,13.84,761,3,0,14.173,0,0,Education,0
CUST0479,32,Other,Master,Part-Time,54115,27,40243,12,15.23,582,10,0,8.924,0,0,Personal,1
CUST0480,40,Female,Bachelor,Self-Employed,65229,100,26481,60,23.45,709,1,0,4.872,1,1,Medical,0
CUST0481,60,Other,Bachelor,Employed,77472,231,23293,60,7.14,677,1,2,3.608,1,1,Home,0
CUST0482,46,Female,High School,Employed,40472,122,28143,12,4.92,665,7,0,8.344,0,0,Education,0
CUST0483,49,Female,Master,Unemployed,104937,183,45615,12,21.47,562,9,0,5.216,1,1,Personal,1
CUST0484,49,Other,Master,Self-Employed,73702,222,43332,48,6.4,371,11,0,7.055,0,1,Business,0
CUST0485,63,Other,Bachelor,Employed,28799,244,21686,24,24.58,723,11,4,9.036,0,1,Education,1
CUST0486,24,Other,Bachelor,Employed,59709,13,8192,48,17.98,570,5,1,1.646,0,0,Medical,0
CUST0487,51,Male,High School,Employed,29390,152,22574,60,19.27,665,11,0,9.217,1,1,Car,0
CUST0488,60,Other,Bachelor,Self-Employed,80068,222,37020,12,4.62,685,8,0,5.548,1,1,Education,0
CUST0489,61,Male,Bachelor,Self-Employed,52673,154,7743,24,7.26,546,4,0,1.764,0,0,Home,0
CUST0490,37,Female,Bachelor,Self-Employed,58961,137,14511,12,10.64,529,1,0,2.953,0,1,Personal,1
CUST0491,23,Other,Master,Employed,90010,6,5337,36,4.66,763,11,3,0.712,1,1,Personal,0
CUST0492,40,Female,High School,Employed,25849,131,40734,60,23.58,806,4,2,18.91,0,1,Business,0
CUST0493,57,Female,High School,Part-Time,24140,253,42809,36,13.65,696,7,0,21.28,1,0,Personal,0
CUST0494,59,Other,Master,Employed,91252,308,48871,48,7.18,597,7,3,6.427,1,1,Car,1
CUST0495,35,Male,Bachelor,Self-Employed,54204,51,12244,60,14.54,594,7,4,2.711,1,1,Car,0
CUST0496,44,Female,Master,Employed,54788,81,13450,60,5.15,737,10,0,2.946,0,1,Education,0
CUST0497,44,Other,Master,Self-Employed,41125,263,41602,12,18.91,565,8,2,12.139,0,0,Business,1
CUST0498,57,Other,High School,Employed,18000,322,9737,24,23.08,685,8,2,6.491,1,0,Car,0
CUST0499,45,Female,Bachelor,Employed,67053,212,2431,24,21.53,552,8,0,0.435,0,0,Education,0
CUST0500,62,Male,Bachelor,Employed,43342,385,36711,48,20.56,708,7,3,10.164,1,0,Personal,0
CUST0501,22,Other,Master,Employed,98877,0,12769,48,5.75,678,1,1,1.55,0,0,Medical,0
CUST0502,40,Other,Bachelor,Part-Time,29779,179,38281,36,19.22,604,5,4,15.426,0,1,Personal,1
CUST0503,35,Other,Master,Self-Employed,65682,88,44516,48,20.32,566,5,0,8.133,1,1,Medical,0
CUST0504,56,Female,Bachelor,Employed,50489,282,22463,60,11.45,625,9,1,5.339,0,1,Medical,0
CUST0505,54,Male,High School,Employed,24157,181,10114,12,19.93,740,2,0,5.024,0,1,Education,0
CUST0506,58,Other,Master,Unemployed,24123,340,36949,60,9.27,594,12,1,18.38,0,1,Business,1
CUST0507,37,Female,High School,Employed,36905,116,8421,24,19.02,802,7,0,2.738,0,1,Car,0
CUST0508,65,Male,Bachelor,Employed,63703,265,27872,36,16.42,419,12,4,5.25,1,1,Car,0
CUST0509,54,Female,High School,Self-Employed,40586,270,9737,24,13.79,753,1,2,2.879,1,0,Business,0
CUST0510,40,Female,High School,Employed,36910,95,21983,36,10.69,463,3,2,7.147,1,0,Education,1
CUST0511,35,Other,High School,Self-Employed,42074,17,4928,48,14.32,641,5,1,1.406,1,1,Personal,0
CUST0512,30,Female,Bachelor,Employed,51304,57,45726,48,7.54,634,10,1,10.695,1,1,Car,0
CUST0513,43,Other,Bachelor,Unemployed,76235,165,7801,24,18.93,536,10,1,1.228,1,0,Medical,1
CUST0514,56,Male,Bachelor,Employed,76422,291,36193,24,19.81,620,11,4,5.683,0,0,Education,1
CUST0515,37,Male,Master,Part-Time,74432,136,41770,36,12.7,619,1,0,6.734,0,1,Personal,0
